499713766.057	499973058.099	1.86819483685e-08	2.3868203243989238e-08	-1.70753783353	0.554464994921	2.3958994284
499973058.099	500232350.142	4.55120293324e-08	5.965974404157681e-08	-2.94964086818	1.60100054217	0.798251195534
500232350.142	500491642.184	1.53870759681e-08	1.835239490599552e-08	-1.55451029228	0.513927735898	6.33101390472
500491642.184	500750934.226	2.85241279972e-08	5.224179286847704e-08	-1.66476605258	0.701569441252	6.30251949659
500750934.226	501010226.268	5.17959024114e-08	3.635940275135375e-08	-1.66988723045	0.323539905162	23.0376937788
501010226.268	501269518.311	5.80359755848e-08	4.3290550514672216e-08	-1.91118028701	0.367528432984	7.02074689973
501269518.311	501528810.353	1.12424708829e-07	7.928476664037964e-08	-2.79669113051	0.679397240167	3.22706839781
501528810.353	501788102.395	9.12450602452e-08	6.147385926569503e-08	-2.3358365595	0.43473674818	7.5577854783
501788102.395	502047394.437	1.07060409321e-07	6.035014180147409e-08	-2.36256368747	0.404657811967	8.33991772351
502047394.437	502306686.48	2.78817985823e-07	8.510590606388373e-08	-2.68266722037	0.298850502506	25.7364472647
502306686.48	502565978.522	1.02272784578e-07	5.861202729040135e-08	-2.42867894669	0.417438305201	7.16564980541
502565978.522	502825270.564	1.09663575402e-07	5.655363788000295e-08	-2.41990833821	0.397191584196	10.2312715731
502825270.564	503084562.606	4.21487051705e-08	5.284515730061455e-08	-1.93773248092	0.617676595277	9.59356080624
503084562.606	503343854.649	4.41395478477e-08	4.7019522459166324e-08	-2.57484935576	0.721079357092	1.13186658587
503343854.649	503603146.691	1.62002071556e-07	5.3870513991653506e-08	-2.27883129401	0.249802759634	25.0622251168
503603146.691	503862438.733	2.66352105117e-07	9.916767994550461e-08	-2.6939712957	0.347725745582	20.6340006195
503862438.733	504121730.775	6.97455583503e-08	3.851312521666301e-08	-1.83748570437	0.292902425653	17.7312988486
504121730.775	504381022.818	1.3734180975e-07	5.815056206575006e-08	-2.22670844768	0.307100511322	18.8011842129
504381022.818	504640314.86	1.9296236191e-07	6.161668315522565e-08	-2.25441006918	0.237008495372	35.5956766231
504640314.86	504899606.902	5.4531861722e-08	5.374472494838981e-08	-2.87162852386	0.982675086861	1.37026924111
504899606.902	505158898.944	1.929592191e-10	1.394795629345589e-08	-3.34021028149	40.5185822759	-0.00245176073258
505158898.944	505418190.987	2.239479593e-07	6.41936719468281e-08	-2.04694647129	0.190356874593	61.8022074639
505418190.987	505677483.029	1.60182599521e-07	6.10032531042773e-08	-2.4310185301	0.30543130633	19.7370534676
505677483.029	505936775.071	1.0757180871e-07	6.110092309461731e-08	-2.47446958052	0.432373968879	7.68441347041
505936775.071	506196067.113	1.89839498042e-07	5.253013607035293e-08	-1.90577232887	0.161447313183	71.670271096
506196067.113	506455359.156	3.46858860225e-07	8.127340845740519e-08	-2.38675855464	0.198152567052	57.927257737
506455359.156	506714651.198	2.23467846937e-07	6.415635365520686e-08	-2.21098666578	0.206990683934	53.7588457571
506714651.198	506973943.24	8.73583327302e-08	4.8666876254433386e-08	-2.2341312589	0.374847133921	7.50581854178
506973943.24	507233235.282	2.72022579873e-07	7.696236214291332e-08	-2.5876395344	0.307350285324	28.6664057245
507233235.282	507492527.325	1.32493812802e-07	6.47263509544367e-08	-2.30458223567	0.332778517254	22.5882411302
507492527.325	507751819.367	3.44754466642e-07	7.370448841074395e-08	-2.79087187141	0.255742371464	51.846064562
507751819.367	508011111.409	2.94605639635e-07	6.589120006144216e-08	-2.16680132652	0.174981473598	74.930856436
508011111.409	508270403.451	2.65908069998e-07	6.330774770885727e-08	-1.97980176913	0.153453439512	84.3503763199
508270403.451	508529695.494	1.86356862817e-07	5.875782682011405e-08	-2.11453246679	0.216058894492	42.4154969731
508529695.494	508788987.536	1.90563705133e-07	5.8650518706715976e-08	-2.21992636201	0.251617907277	34.7871528814
508788987.536	509048279.578	2.69005675755e-07	6.630894786448263e-08	-2.45487588849	0.233351609044	40.3340754787
509048279.578	509307571.62	2.70454042422e-07	6.431150148441379e-08	-2.04204884751	0.159301247365	81.8485124206
509307571.62	509566863.663	2.64136917469e-07	6.301616007944686e-08	-2.15796172511	0.178138550484	62.7310250139
509566863.663	509826155.705	3.40748471917e-07	6.600932425671676e-08	-2.15804440523	0.148858054971	107.504391354
509826155.705	510085447.747	3.54951864571e-07	7.511645512555444e-08	-2.42561141401	0.187614284129	83.0216098217
510085447.747	510344739.789	3.03616975852e-07	7.508925880671745e-08	-2.38664663988	0.20110918893	56.129300378
510344739.789	510604031.832	1.73006259391e-07	5.986440807038333e-08	-2.21764442459	0.248278681609	32.8625838438
510604031.832	510863323.874	5.09687820532e-07	8.391059805758004e-08	-2.16181629427	0.121863533361	167.365438481
510863323.874	511122615.916	3.28813555527e-07	8.322969683774894e-08	-2.46096658214	0.223372723981	54.3577463946
511122615.916	511381907.958	3.70838043242e-07	6.719181093872791e-08	-1.88135331723	0.110107242285	173.304556326
511381907.958	511641200.001	2.72686902809e-07	7.053024146579177e-08	-1.98480766565	0.16037051743	82.71670903
511641200.001	511900492.043	2.60845439784e-07	7.96320420904289e-08	-2.53138079908	0.271875736134	34.374905709
511900492.043	512159784.085	4.76588665364e-07	8.357963546360851e-08	-2.26034517006	0.14922091427	127.056460102
512159784.085	512419076.127	4.50792776341e-07	8.085585183700319e-08	-2.42067648211	0.172236684619	96.5354328572
512419076.127	512678368.17	3.60489141221e-07	6.953149808869423e-08	-2.42495284295	0.188761606487	79.5264547392
512678368.17	512937660.212	7.4438631407e-07	9.167274748184358e-08	-2.24847718453	0.108219838669	297.453468672
